trials	endpoint_feedback	online_feedback	aim_report	aim_ring	rotation	instruction	target_angle	target_distance	size	aim_at_targ
554	1	1	0	0	-1.75	0	210	80	24	1
555	1	1	0	0	-1.75	0	90	80	4	1
556	1	1	0	0	-1.75	0	210	80	24	1
557	1	1	0	0	-1.75	0	330	80	24	1
558	1	1	0	0	-1.75	0	330	80	4	1
559	1	1	0	0	-1.75	0	90	80	4	1
560	1	1	0	0	-1.75	0	210	80	24	1
561	1	1	0	0	-1.75	0	90	80	4	1
562	1	1	0	0	-1.75	0	330	80	4	1
563	1	1	0	0	-1.75	0	210	80	24	1
564	1	1	0	0	-1.75	0	210	80	24	1
565	1	1	0	0	-1.75	0	330	80	24	1
566	1	1	0	0	-1.75	0	90	80	4	1
567	1	1	0	0	-1.75	0	90	80	4	1
568	1	1	0	0	-1.75	0	210	80	24	1
569	1	1	0	0	-1.75	0	330	80	24	1
570	1	1	0	0	-1.75	0	90	80	4	1
571	1	1	0	0	-1.75	0	210	80	24	1
572	1	1	0	0	-1.75	0	330	80	4	1
573	1	1	0	0	-1.75	0	330	80	4	1
574	1	1	0	0	-1.75	0	210	80	24	1
575	1	1	0	0	-1.75	0	90	80	4	1
576	1	1	0	0	-1.75	0	330	80	24	1
577	1	1	0	0	-1.75	0	90	80	4	1
578	1	1	0	0	-1.75	0	210	80	24	1
579	1	1	0	0	-1.75	0	90	80	4	1
580	1	1	0	0	-1.75	0	330	80	4	1
581	1	1	0	0	-1.75	0	210	80	24	1
582	1	1	0	0	-1.75	0	210	80	24	1
583	1	1	0	0	-1.75	0	90	80	4	1
584	1	1	0	0	-1.75	0	330	80	24	1
585	1	1	0	0	-1.75	0	90	80	4	1
586	1	1	0	0	-1.75	0	210	80	24	1
587	1	1	0	0	-1.75	0	330	80	24	1
588	1	1	0	0	-1.75	0	210	80	24	1
589	1	1	0	0	-1.75	0	330	80	4	1
590	1	1	0	0	-1.75	0	90	80	4	1
591	1	1	0	0	-1.75	0	330	80	24	1
592	1	1	0	0	-1.75	0	210	80	24	1
593	1	1	0	0	-1.75	0	90	80	4	1
594	1	1	0	0	-1.75	0	210	80	24	1
595	1	1	0	0	-1.75	0	90	80	4	1
596	1	1	0	0	-1.75	0	330	80	4	1
597	1	1	0	0	-1.75	0	210	80	24	1
598	1	1	0	0	-1.75	0	90	80	4	1
599	1	1	0	0	-1.75	0	330	80	4	1
600	1	1	0	0	-1.75	0	210	80	24	1
601	1	1	0	0	-1.75	0	330	80	24	1
602	1	1	0	0	-1.75	0	90	80	4	1
603	1	1	0	0	-1.75	0	330	80	4	1
604	1	1	0	0	-1.75	0	90	80	4	1
605	1	1	0	0	-1.75	0	210	80	24	1
606	1	1	0	0	-1.75	0	330	80	24	1
607	1	1	0	0	-1.75	0	210	80	24	1
608	1	1	0	0	-1.75	0	90	80	4	1
609	1	1	0	0	-1.75	0	210	80	24	1
610	1	1	0	0	-1.75	0	330	80	4	1
611	1	1	0	0	-1.75	0	90	80	4	1
612	1	1	0	0	-1.75	0	330	80	24	1
613	1	1	0	0	-1.75	0	210	80	24	1
614	1	1	0	0	-1.75	0	90	80	4	1
615	1	1	0	0	-1.75	0	330	80	24	1
616	1	1	0	0	-1.75	0	210	80	24	1
617	1	1	0	0	-1.75	0	90	80	4	1
618	1	1	0	0	-1.75	0	90	80	4	1
619	1	1	0	0	-1.75	0	330	80	4	1
620	1	1	0	0	-1.75	0	210	80	24	1
621	1	1	0	0	-1.75	0	90	80	4	1
622	1	1	0	0	-1.75	0	210	80	24	1
623	1	1	0	0	-1.75	0	330	80	4	1
624	1	1	0	0	-1.75	0	90	80	4	1
625	1	1	0	0	-1.75	0	330	80	24	1
626	1	1	0	0	-1.75	0	210	80	24	1
627	1	1	0	0	-1.75	0	210	80	24	1
628	1	1	0	0	-1.75	0	330	80	24	1
629	1	1	0	0	-1.75	0	90	80	4	1
630	1	1	0	0	-1.75	0	330	80	4	1
631	1	1	0	0	-1.75	0	90	80	4	1
632	1	1	0	0	-1.75	0	210	80	24	1
633	1	1	0	0	-1.75	0	90	80	4	1
634	1	1	0	0	-1.75	0	210	80	24	1
635	1	1	0	0	-1.75	0	330	80	4	1
636	1	1	0	0	-1.75	0	90	80	4	1
637	1	1	0	0	-1.75	0	330	80	24	1
638	1	1	0	0	-1.75	0	210	80	24	1
639	1	1	0	0	-1.75	0	330	80	4	1
640	1	1	0	0	-1.75	0	210	80	24	1
641	1	1	0	0	-1.75	0	90	80	4	1
642	1	1	0	0	-1.75	0	90	80	4	1
643	1	1	0	0	-1.75	0	210	80	24	1
644	1	1	0	0	-1.75	0	330	80	24	1
645	1	1	0	0	-1.75	0	330	80	4	1
646	1	1	0	0	-1.75	0	210	80	24	1
647	1	1	0	0	-1.75	0	90	80	4	1
648	1	1	0	0	-1.75	0	330	80	24	1
649	1	1	0	0	-1.75	0	210	80	24	1
650	1	1	0	0	-1.75	0	90	80	4	1
651	1	1	0	0	-1.75	0	210	80	24	1
652	1	1	0	0	-1.75	0	330	80	24	1
653	1	1	0	0	-1.75	0	90	80	4	1
654	1	1	0	0	-1.75	0	210	80	24	1
655	1	1	0	0	-1.75	0	90	80	4	1
656	1	1	0	0	-1.75	0	330	80	4	1
657	1	1	0	0	-1.75	0	330	80	4	1
658	1	1	0	0	-1.75	0	90	80	4	1
659	1	1	0	0	-1.75	0	210	80	24	1
660	1	1	0	0	-1.75	0	330	80	24	1
661	1	1	0	0	-1.75	0	90	80	4	1
662	1	1	0	0	-1.75	0	210	80	24	1
663	1	1	0	0	-1.75	0	210	80	24	1
664	1	1	0	0	-1.75	0	330	80	24	1
665	1	1	0	0	-1.75	0	90	80	4	1
666	1	1	0	0	-1.75	0	90	80	4	1
667	1	1	0	0	-1.75	0	330	80	4	1
668	1	1	0	0	-1.75	0	210	80	24	1
669	1	1	0	0	-1.75	0	210	80	24	1
670	1	1	0	0	-1.75	0	90	80	4	1
671	1	1	0	0	-1.75	0	330	80	24	1
672	1	1	0	0	-1.75	0	90	80	4	1
673	1	1	0	0	-1.75	0	210	80	24	1
674	1	1	0	0	-1.75	0	330	80	4	1
675	1	1	0	0	-1.75	0	210	80	24	1
676	1	1	0	0	-1.75	0	330	80	4	1
677	1	1	0	0	-1.75	0	90	80	4	1
678	1	1	0	0	-1.75	0	330	80	24	1
679	1	1	0	0	-1.75	0	210	80	24	1
680	1	1	0	0	-1.75	0	90	80	4	1
681	1	1	0	0	-1.75	0	90	80	4	1
682	1	1	0	0	-1.75	0	210	80	24	1
683	1	1	0	0	-1.75	0	330	80	24	1
684	1	1	0	0	-1.75	0	210	80	24	1
685	1	1	0	0	-1.75	0	90	80	4	1
686	1	1	0	0	-1.75	0	330	80	4	1
687	1	1	0	0	-1.75	0	330	80	24	1
688	1	1	0	0	-1.75	0	210	80	24	1
689	1	1	0	0	-1.75	0	90	80	4	1
690	1	1	0	0	-1.75	0	330	80	4	1
691	1	1	0	0	-1.75	0	210	80	24	1
692	1	1	0	0	-1.75	0	90	80	4	1
693	1	1	0	0	-1.75	0	90	80	4	1
694	1	1	0	0	-1.75	0	330	80	24	1
695	1	1	0	0	-1.75	0	210	80	24	1
696	1	1	0	0	-1.75	0	210	80	24	1
697	1	1	0	0	-1.75	0	90	80	4	1
698	1	1	0	0	-1.75	0	330	80	4	1
699	1	1	0	0	-1.75	0	90	80	4	1
700	1	1	0	0	-1.75	0	330	80	4	1
701	1	1	0	0	-1.75	0	210	80	24	1
702	1	1	0	0	-1.75	0	330	80	24	1
703	1	1	0	0	-1.75	0	210	80	24	1
704	1	1	0	0	-1.75	0	90	80	4	1
705	1	1	0	0	-1.75	0	210	80	24	1
706	1	1	0	0	-1.75	0	330	80	4	1
707	1	1	0	0	-1.75	0	90	80	4	1
708	1	1	0	0	-1.75	0	330	80	24	1
709	1	1	0	0	-1.75	0	90	80	4	1
710	1	1	0	0	-1.75	0	210	80	24	1
711	1	1	0	0	-1.75	0	90	80	4	1
712	1	1	0	0	-1.75	0	210	80	24	1
713	1	1	0	0	-1.75	0	330	80	24	1
714	1	1	0	0	-1.75	0	330	80	4	1
715	1	1	0	0	-1.75	0	210	80	24	1
716	1	1	0	0	-1.75	0	90	80	4	1
717	1	1	0	0	-1.75	0	330	80	24	1
718	1	1	0	0	-1.75	0	90	80	4	1
719	1	1	0	0	-1.75	0	210	80	24	1
720	1	1	0	0	-1.75	0	90	80	4	1
721	1	1	0	0	-1.75	0	210	80	24	1
722	1	1	0	0	-1.75	0	330	80	4	1
723	1	1	0	0	-1.75	0	330	80	4	1
724	1	1	0	0	-1.75	0	210	80	24	1
725	1	1	0	0	-1.75	0	90	80	4	1
726	1	1	0	0	-1.75	0	210	80	24	1
727	1	1	0	0	-1.75	0	330	80	24	1
728	1	1	0	0	-1.75	0	90	80	4	1
729	1	1	0	0	-1.75	0	90	80	4	1
730	1	1	0	0	-1.75	0	330	80	24	1
731	1	1	0	0	-1.75	0	210	80	24	1
732	1	1	0	0	-1.75	0	330	80	4	1
733	1	1	0	0	-1.75	0	90	80	4	1
734	1	1	0	0	-1.75	0	210	80	24	1
735	1	1	0	0	-1.75	0	210	80	24	1
736	1	1	0	0	-1.75	0	330	80	4	1
737	1	1	0	0	-1.75	0	90	80	4	1
738	1	1	0	0	-1.75	0	90	80	4	1
739	1	1	0	0	-1.75	0	210	80	24	1
740	1	1	0	0	-1.75	0	330	80	24	1
741	1	1	0	0	-1.75	0	90	80	4	1
742	1	1	0	0	-1.75	0	330	80	24	1
743	1	1	0	0	-1.75	0	210	80	24	1
744	1	1	0	0	-1.75	0	90	80	4	1
745	1	1	0	0	-1.75	0	330	80	4	1
746	1	1	0	0	-1.75	0	210	80	24	1
747	1	1	0	0	-1.75	0	210	80	24	1
748	1	1	0	0	-1.75	0	330	80	24	1
749	1	1	0	0	-1.75	0	90	80	4	1
750	1	1	0	0	-1.75	0	330	80	4	1
751	1	1	0	0	-1.75	0	210	80	24	1
752	1	1	0	0	-1.75	0	90	80	4	1
753	1	1	0	0	-1.75	0	330	80	4	1
754	1	1	0	0	-1.75	0	90	80	4	1
755	1	1	0	0	-1.75	0	210	80	24	1
756	1	1	0	0	-1.75	0	210	80	24	1
757	1	1	0	0	-1.75	0	90	80	4	1
758	1	1	0	0	-1.75	0	330	80	24	1
759	1	1	0	0	-1.75	0	330	80	4	1
760	1	1	0	0	-1.75	0	90	80	4	1
761	1	1	0	0	-1.75	0	210	80	24	1
762	1	1	0	0	-1.75	0	330	80	24	1
763	1	1	0	0	-1.75	0	90	80	4	1
764	1	1	0	0	-1.75	0	210	80	24	1
765	1	1	0	0	-1.75	0	90	80	4	1
766	1	1	0	0	-1.75	0	210	80	24	1
767	1	1	0	0	-1.75	0	330	80	24	1
768	1	1	0	0	-1.75	0	210	80	24	1
769	1	1	0	0	-1.75	0	90	80	4	1
770	1	1	0	0	-1.75	0	330	80	4	1
771	1	1	0	0	-1.75	0	210	80	24	1
772	1	1	0	0	-1.75	0	90	80	4	1
773	1	1	0	0	-1.75	0	330	80	24	1
774	1	1	0	0	-1.75	0	330	80	4	1
775	1	1	0	0	-1.75	0	90	80	4	1
776	1	1	0	0	-1.75	0	210	80	24	1
777	1	1	0	0	-1.75	0	330	80	24	1
778	1	1	0	0	-1.75	0	210	80	24	1
779	1	1	0	0	-1.75	0	90	80	4	1
780	1	1	0	0	-1.75	0	210	80	24	1
781	1	1	0	0	-1.75	0	90	80	4	1
782	1	1	0	0	-1.75	0	330	80	4	1
783	1	1	0	0	-1.75	0	90	80	4	1
784	1	1	0	0	-1.75	0	210	80	24	1
785	1	1	0	0	-1.75	0	330	80	24	1
786	1	1	0	0	-1.75	0	210	80	24	1
787	1	1	0	0	-1.75	0	90	80	4	1
788	1	1	0	0	-1.75	0	330	80	4	1
789	1	1	0	0	-1.75	0	210	80	24	1
790	1	1	0	0	-1.75	0	330	80	24	1
791	1	1	0	0	-1.75	0	90	80	4	1
792	1	1	0	0	-1.75	0	330	80	4	1
793	1	1	0	0	-1.75	0	210	80	24	1
794	1	1	0	0	-1.75	0	90	80	4	1
795	1	1	0	0	-1.75	0	90	80	4	1
796	1	1	0	0	-1.75	0	330	80	4	1
797	1	1	0	0	-1.75	0	210	80	24	1
798	1	1	0	0	-1.75	0	210	80	24	1
799	1	1	0	0	-1.75	0	330	80	24	1
800	1	1	0	0	-1.75	1	90	80	4	1
801	0	0	0	0	0	0	90	80	4	1
802	0	0	0	0	0	0	210	80	24	1
803	0	0	0	0	0	0	330	80	24	1
804	0	0	0	0	0	0	210	80	24	1
805	0	0	0	0	0	0	90	80	4	1
806	0	0	0	0	0	0	330	80	4	1
807	0	0	0	0	0	0	330	80	24	1
808	0	0	0	0	0	0	210	80	24	1
809	0	0	0	0	0	0	90	80	4	1
810	0	0	0	0	0	0	330	80	4	1
811	0	0	0	0	0	0	210	80	24	1
812	0	0	0	0	0	0	90	80	4	1
813	0	0	0	0	0	0	210	80	24	1
814	0	0	0	0	0	0	90	80	4	1
815	0	0	0	0	0	0	330	80	4	1
816	0	0	0	0	0	0	90	80	4	1
817	0	0	0	0	0	0	330	80	24	1
818	0	0	0	0	0	0	210	80	24	1
819	0	0	0	0	0	0	330	80	24	1
820	0	0	0	0	0	0	210	80	24	1
821	0	0	0	0	0	0	90	80	4	1
822	0	0	0	0	0	0	210	80	24	1
823	0	0	0	0	0	0	330	80	4	1
824	0	0	0	0	0	0	90	80	4	1
825	0	0	0	0	0	0	210	80	24	1
826	0	0	0	0	0	0	90	80	4	1
827	0	0	0	0	0	0	330	80	24	1
828	0	0	0	0	0	0	90	80	4	1
829	0	0	0	0	0	0	210	80	24	1
830	0	0	0	0	0	0	330	80	4	1
831	0	0	0	0	0	0	330	80	4	1
832	0	0	0	0	0	0	210	80	24	1
833	0	0	0	0	0	0	90	80	4	1
834	0	0	0	0	0	0	210	80	24	1
835	0	0	0	0	0	0	90	80	4	1
836	0	0	0	0	0	0	330	80	24	1
837	0	0	0	0	0	0	90	80	4	1
838	0	0	0	0	0	0	210	80	24	1
839	0	0	0	0	0	0	330	80	4	1
840	0	0	0	0	0	0	210	80	24	1
841	0	0	0	0	0	0	90	80	4	1
842	0	0	0	0	0	0	330	80	24	1
843	0	0	0	0	0	0	90	80	4	1
844	0	0	0	0	0	0	330	80	24	1
845	0	0	0	0	0	0	210	80	24	1
846	0	0	0	0	0	0	330	80	4	1
847	0	0	0	0	0	0	210	80	24	1
848	0	0	0	0	0	0	90	80	4	1
849	0	0	0	0	0	0	90	80	4	1
850	0	0	0	0	0	0	330	80	4	1
851	0	0	0	0	0	0	210	80	24	1
852	0	0	0	0	0	0	330	80	24	1
853	0	0	0	0	0	0	210	80	24	1
854	0	0	0	0	0	0	90	80	4	1
855	0	0	0	0	0	0	210	80	24	1
856	0	0	0	0	0	0	90	80	4	1
857	0	0	0	0	0	0	330	80	4	1
858	0	0	0	0	0	0	210	80	24	1
859	0	0	0	0	0	0	90	80	4	1
860	0	0	0	0	0	0	330	80	24	1
