trials	endpoint_feedback	online_feedback	aim_report	aim_ring	rotation	instruction	target_angle	target_distance	size	aim_at_targ
603	0	0	0	0	0	0	320	80	24	1
604	1	1	0	0	-1.75	0	320	80	24	1
605	0	0	0	0	0	0	320	80	24	1
606	0	0	0	0	0	0	80	80	4	1
607	1	1	0	0	1.75	0	80	80	4	1
608	0	0	0	0	0	0	80	80	4	1
609	0	0	0	0	0	0	320	80	4	1
610	1	1	0	0	1.75	0	320	80	4	1
611	0	0	0	0	0	0	320	80	4	1
612	0	0	0	0	0	0	200	80	24	1
613	1	1	0	0	-1.75	0	200	80	24	1
614	0	0	0	0	0	0	200	80	24	1
615	0	0	0	0	0	0	320	80	24	1
616	1	1	0	0	1.75	0	320	80	24	1
617	0	0	0	0	0	0	320	80	24	1
618	0	0	0	0	0	0	200	80	24	1
619	1	1	0	0	1.75	0	200	80	24	1
620	0	0	0	0	0	0	200	80	24	1
621	0	0	0	0	0	0	80	80	4	1
622	1	1	0	0	-1.75	0	80	80	4	1
623	0	0	0	0	0	0	80	80	4	1
624	0	0	0	0	0	0	80	80	4	1
625	1	1	0	0	1.75	0	80	80	4	1
626	0	0	0	0	0	0	80	80	4	1
627	0	0	0	0	0	0	200	80	24	1
628	1	1	0	0	-1.75	0	200	80	24	1
629	0	0	0	0	0	0	200	80	24	1
630	0	0	0	0	0	0	320	80	4	1
631	1	1	0	0	-1.75	0	320	80	4	1
632	0	0	0	0	0	0	320	80	4	1
